item;element_subtype;alias;description;sessionuid;road;stretchs;secc;pk;dm;on_change_alarm;param1_brand;param2_model;param3_stream_mjpeg;param6_preset;param7_features;param9_onvif_hostname;param10_onvif_username;param11_onvif_password;param12_onvif_ptz_params;sentido;data_proxy
333;1;S2TS-CAM-008;S2TS-CAM-008;S2TS-CAM-008;AVO;S2TS-ZON-009;Secc.02-10-04;40+485;4185;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-008;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.10.3/snap.jpg?JpegCam=1
334;1;S2TS-CAM-009;S2TS-CAM-009;S2TS-CAM-009;AVO;S2TS-ZON-010;Secc.02-10-04;40+6;4300;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-009;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.10.4/snap.jpg?JpegCam=1
335;3;S2TS-DOM-005;S2TS-DOM-005;S2TS-DOM-005;AVO;S2TS-ZON-011;Secc.02-10-04;40+7;4400;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-005;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.10.6;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.10.6/snap.jpg?JpegCam=1
336;1;S2TS-CAM-010;S2TS-CAM-010;S2TS-CAM-010;AVO;S2TS-ZON-011;Secc.02-10-04;40+72;4420;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-010;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.10.5/snap.jpg?JpegCam=1
337;1;S2TS-CAM-011;S2TS-CAM-011;S2TS-CAM-011;AVO;S2TS-ZON-013;Secc.02-10-04;40+835;4535;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-011;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.10.19/snap.jpg?JpegCam=1
338;1;S2TS-CAM-012;S2TS-CAM-012;S2TS-CAM-012;AVO;S2TS-ZON-014;Secc.02-10-04;40+945;4645;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-012;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.10.7/snap.jpg?JpegCam=1
339;3;S2TS-DOM-006;S2TS-DOM-006;S2TS-DOM-006;AVO;S2TS-ZON-014;Secc.02-10-04;40+95;4650;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-006;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.10.8;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.10.8/snap.jpg?JpegCam=1
340;3;S2TS-DOM-007;S2TS-DOM-007;S2TS-DOM-007;AVO;S2TS-ZON-014;Secc.02-10-04;41+05;4750;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-007;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.10.10;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.10.10/snap.jpg?JpegCam=1
341;1;S2TS-CAM-013;S2TS-CAM-013;S2TS-CAM-013;AVO;S2TS-ZON-015;Secc.02-10-04;41+055;4755;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-013;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.10.9/snap.jpg?JpegCam=1
342;1;S2TS-CAM-014;S2TS-CAM-014;S2TS-CAM-014;AVO;S2TS-ZON-016;Secc.02-10-04;41+16;4860;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-014;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.10.11/snap.jpg?JpegCam=1
343;3;S2TS-DOM-008;S2TS-DOM-008;S2TS-DOM-008;AVO;S2TS-ZON-017;Secc.02-10-04;41+28;4980;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-008;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.10.13;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.10.13/snap.jpg?JpegCam=1
344;1;S2TS-CAM-016;S2TS-CAM-016;S2TS-CAM-016;AVO;S2TS-ZON-017;Secc.02-10-04;41+29;4990;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-016;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.10.12/snap.jpg?JpegCam=1
345;1;S2TS-CAM-018;S2TS-CAM-018;S2TS-CAM-018;AVO;S2TS-ZON-018;Secc.02-10-04;41+38;5080;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-018;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.10.14/snap.jpg?JpegCam=1
346;3;S2TS-DOM-009;S2TS-DOM-009;S2TS-DOM-009;AVO;S2TS-ZON-018;Secc.02-10-04;41+41;5110;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-009;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.10.15;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.10.15/snap.jpg?JpegCam=1
347;1;S2TS-CAM-020;S2TS-CAM-020;S2TS-CAM-020;AVO;S2TS-ZON-019;Secc.02-10-05;41+47;5170;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-020;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.1/snap.jpg?JpegCam=1
348;1;S2TS-CAM-022;S2TS-CAM-022;S2TS-CAM-022;AVO;S2TS-ZON-019;Secc.02-10-05;41+565;5265;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-022;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.2/snap.jpg?JpegCam=1
349;1;S2TS-CAM-023;S2TS-CAM-023;S2TS-CAM-023;AVO;S2TS-ZON-020;Secc.02-10-05;41+65;5350;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-023;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.3/snap.jpg?JpegCam=1
350;3;S2TS-DOM-010;S2TS-DOM-010;S2TS-DOM-010;AVO;S2TS-ZON-021;Secc.02-10-05;41+695;5395;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-010;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.14.4;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.14.4/snap.jpg?JpegCam=1
351;1;S2TS-CAM-024;S2TS-CAM-024;S2TS-CAM-024;AVO;S2TS-ZON-021;Secc.02-10-05;41+74;5440;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-024;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.5/snap.jpg?JpegCam=1
352;1;S2TS-CAM-025;S2TS-CAM-025;S2TS-CAM-025;AVO;S2TS-ZON-022;Secc.02-10-05;41+83;5530;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-025;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.6/snap.jpg?JpegCam=1
353;3;S2TS-DOM-011;S2TS-DOM-011;S2TS-DOM-011;AVO;S2TS-ZON-022;Secc.02-10-05;41+85;5550;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-011;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.14.7;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.14.7/snap.jpg?JpegCam=1
354;1;S2TS-CAM-026;S2TS-CAM-026;S2TS-CAM-026;AVO;S2TS-ZON-023;Secc.02-10-05;41+915;5615;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-026;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.9/snap.jpg?JpegCam=1
355;1;S2TS-CAM-027;S2TS-CAM-027;S2TS-CAM-027;AVO;S2TS-ZON-024;Secc.02-10-05;42+005;5705;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-027;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.10/snap.jpg?JpegCam=1
356;3;S2TS-DOM-012;S2TS-DOM-012;S2TS-DOM-012;AVO;S2TS-ZON-025;Secc.02-10-05;42+075;5775;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-012;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.14.12;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.14.12/snap.jpg?JpegCam=1
357;1;S2TS-CAM-028;S2TS-CAM-028;S2TS-CAM-028;AVO;S2TS-ZON-025;Secc.02-10-05;42+1;5800;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-028;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.11/snap.jpg?JpegCam=1
358;1;S2TS-CAM-029;S2TS-CAM-029;S2TS-CAM-029;AVO;S2TS-ZON-026;Secc.02-10-05;42+2;5900;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-029;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.13/snap.jpg?JpegCam=1
359;3;S2TS-DOM-013;S2TS-DOM-013;S2TS-DOM-013;AVO;S2TS-ZON-026;Secc.02-10-05;42+25;5950;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-013;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.14.14;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.14.14/snap.jpg?JpegCam=1
360;1;S2TS-CAM-030;S2TS-CAM-030;S2TS-CAM-030;AVO;S2TS-ZON-027;Secc.02-10-05;42+3;6000;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-030;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.15/snap.jpg?JpegCam=1
362;3;ICCP-DOM-001;ICCP-DOM-001;ICCP-DOM-001;AVO;ICCP_EXT;Secc.02-256-07;6+06;6060;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/ICCP-DOM-001;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.18.11;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.18.11/snap.jpg?JpegCam=1
363;1;S2TS-CAM-031;S2TS-CAM-031;S2TS-CAM-031;AVO;S2TS-ZON-028;Secc.02-10-05;42+405;6105;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-031;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.16/snap.jpg?JpegCam=1
364;1;ICCP-CAM-001;ICCP-CAM-001;ICCP-CAM-001;AVO;ICCP-ZON-003;Secc.02-256-07;;6120;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/ICCP-CAM-001;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.18.12/snap.jpg?JpegCam=1
365;3;S2TS-DOM-014;S2TS-DOM-014;S2TS-DOM-014;AVO;S2TS-ZON-028;Secc.02-10-05;42+45;6150;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-014;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.14.18;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.14.18/snap.jpg?JpegCam=1
366;1;ICCP-CAM-002;ICCP-CAM-002;ICCP-CAM-002;AVO;ICCP-ZON-002;Secc.02-256-07;6+21;6210;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/ICCP-CAM-002;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.18.14/snap.jpg?JpegCam=1
367;1;S2TS-CAM-032;S2TS-CAM-032;S2TS-CAM-032;AVO;S2TS-ZON-029;Secc.02-10-05;42+51;6210;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-032;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.17/snap.jpg?JpegCam=1
368;3;S2TS-DOM-015;S2TS-DOM-015;S2TS-DOM-015;AVO;S2TS-ZON-029;Secc.02-10-06;42+58;6280;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-015;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.14.20;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.14.20/snap.jpg?JpegCam=1
369;1;ICCP-CAM-003;ICCP-CAM-003;ICCP-CAM-003;AVO;ICCP-ZON-001;Secc.02-256-07;6+3;6300;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/ICCP-CAM-003;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.18.15/snap.jpg?JpegCam=1
370;1;S2TS-CAM-033;S2TS-CAM-033;S2TS-CAM-033;AVO;S2TS-ZON-030;Secc.02-10-06;42+615;6315;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-033;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.14.19/snap.jpg?JpegCam=1
371;1;S2TS-CAM-034;S2TS-CAM-034;S2TS-CAM-034;AVO;S2TS-ZON-031;Secc.02-10-06;42+725;6425;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-034;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.16.1/snap.jpg?JpegCam=1
372;3;S2TS-DOM-016;S2TS-DOM-016;S2TS-DOM-016;AVO;S2TS-ZON-032;Secc.02-10-06;42+81;6510;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-016;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.16.3;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.16.3/snap.jpg?JpegCam=1
373;1;S2TS-CAM-035;S2TS-CAM-035;S2TS-CAM-035;AVO;S2TS-ZON-032;Secc.02-10-06;42+825;6525;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-035;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.16.2/snap.jpg?JpegCam=1
374;1;S2TS-CAM-036;S2TS-CAM-036;S2TS-CAM-036;AVO;S2TS-ZON-033;Secc.02-10-06;42+935;6635;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-036;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.16.4/snap.jpg?JpegCam=1
375;3;S2TS-DOM-017;S2TS-DOM-017;S2TS-DOM-017;AVO;S2TS-ZON-034;Secc.02-10-06;43+03;6730;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-017;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.16.6;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.16.6/snap.jpg?JpegCam=1
376;1;S2TS-CAM-037;S2TS-CAM-037;S2TS-CAM-037;AVO;S2TS-ZON-034;Secc.02-10-06;43+045;6745;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-037;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.16.5/snap.jpg?JpegCam=1
377;1;S2TS-CAM-038;S2TS-CAM-038;S2TS-CAM-038;AVO;S2TS-ZON-035;Secc.02-10-06;43+155;6855;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-038;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.16.7/snap.jpg?JpegCam=1
378;3;S2TS-DOM-018;S2TS-DOM-018;S2TS-DOM-018;AVO;S2TS-ZON-036;Secc.02-10-06;43+19;6890;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-018;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.16.9;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.16.9/snap.jpg?JpegCam=1
379;1;S2TS-CAM-039;S2TS-CAM-039;S2TS-CAM-039;AVO;S2TS-ZON-036;Secc.02-10-06;43+26;6960;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-039;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.16.8/snap.jpg?JpegCam=1
380;1;S2TS-CAM-040;S2TS-CAM-040;S2TS-CAM-040;AVO;S2TS-ZON-037;Secc.02-10-06;43+36;7060;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-040;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.16.10/snap.jpg?JpegCam=1
381;3;S2TS-DOM-019;S2TS-DOM-019;S2TS-DOM-019;AVO;S2TS-ZON-038;Secc.02-10-06;43+415;7115;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-019;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.16.12;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.16.12/snap.jpg?JpegCam=1
382;1;S2TS-CAM-041;S2TS-CAM-041;S2TS-CAM-041;AVO;S2TS-ZON-038;Secc.02-10-06;43+445;7145;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-041;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.16.17/snap.jpg?JpegCam=1
383;1;S2TS-CAM-042;S2TS-CAM-042;S2TS-CAM-042;AVO;S2TS-ZON-039;Secc.02-10-07;43+535;7235;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-042;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.18.1/snap.jpg?JpegCam=1
385;1;S2TS-CAM-043;S2TS-CAM-043;S2TS-CAM-043;AVO;S2TS-ZON-040;Secc.02-10-07;43+625;7325;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-043;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.18.3/snap.jpg?JpegCam=1
387;3;S2TS-DOM-022;S2TS-DOM-022;S2TS-DOM-022;AVO;S2TS-ZON-041;Secc.02-10-07;43+71;7410;SendDAIAlarm.groovy;Bosch;NDP-7512-Z30;http://10.133.50.38/S2TS-DOM-022;[{"id": 1,"alias": "Preset 1","description": "Panorámica hacia el Sur","default": true},{"id": 2,"alias": "Preset 2","description": "Panorámica hacia el Norte","default": false},{"id": 3,"alias": "Preset 3","description": "Boca de túnel sin zoom","default": false},{"id": 4,"alias": "Preset 4","description": "SOS exterior","default": false},{"id": 5,"alias": "Preset 5","description": "Puerta SE","default": false}];PTZ;10.50.18.6;ITS_Admin;VO1-cam22.;{"up":0.02,"down":-0.02,"right":0.02,"left":-0.02,"zoom_in":0.02,"zoom_out":-0.02};;http://ITS_Admin:VO1-cam22.@10.50.18.6/snap.jpg?JpegCam=1
388;1;S2TS-CAM-044;S2TS-CAM-044;S2TS-CAM-044;AVO;S2TS-ZON-041;Secc.02-10-07;43+715;7415;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-044;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.18.4/snap.jpg?JpegCam=1
389;1;S2TS-CAM-045;S2TS-CAM-045;S2TS-CAM-045;AVO;S2TS-ZON-042;Secc.02-10-07;43+81;7510;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-045;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.18.7/snap.jpg?JpegCam=1
390;1;S2TS-CAM-046;S2TS-CAM-046;S2TS-CAM-046;AVO;S2TS-ZON-042;Secc.02-10-07;43+895;7595;SendDAIAlarm.groovy;Bosch;NBE-5503-AL;http://10.133.50.38/S2TS-CAM-046;;;;;;;;http://ITS_Admin:VO1-cam22.@10.50.18.8/snap.jpg?JpegCam=1
